movie_id,title,dbpedia_uri,wikidata_id,directors,actors,genres,awards,runtime,budget,box_office,country
1281,Manny & Lo (1996),http://dbpedia.org/resource/Manny_&_Lo,Q5900320,"[{""uri"": ""http://www.wikidata.org/entity/Q5900321"", ""name"": ""Director A of Q5900320""}, {""uri"": ""http://dbpedia.org/resource/Director1_Manny & Lo"", ""name"": ""Director 1 of Manny & Lo""}, {""uri"": ""http://www.wikidata.org/entity/Q5900322"", ""name"": ""Director B of Q5900320""}, {""uri"": ""http://dbpedia.org/resource/Director2_Manny & Lo"", ""name"": ""Director 2 of Manny & Lo""}]","[{""uri"": ""http://www.wikidata.org/entity/Q5900324"", ""name"": ""Actor B in Q5900320""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Manny & Lo"", ""name"": ""Actor 3 in Manny & Lo""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Manny & Lo"", ""name"": ""Actor 1 in Manny & Lo""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Manny & Lo"", ""name"": ""Actor 2 in Manny & Lo""}, {""uri"": ""http://www.wikidata.org/entity/Q5900325"", ""name"": ""Actor C in Q5900320""}, {""uri"": ""http://www.wikidata.org/entity/Q5900323"", ""name"": ""Actor A in Q5900320""}]","[""http://dbpedia.org/resource/Genre2_Manny & Lo"", ""Action"", ""http://dbpedia.org/resource/Genre1_Manny & Lo"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q5900328"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q5900329"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1282,"Grass Harp, The (1995)","http://dbpedia.org/resource/Grass_Harp,_The",Q1352240,"[{""uri"": ""http://www.wikidata.org/entity/Q1352242"", ""name"": ""Director B of Q1352240""}, {""uri"": ""http://dbpedia.org/resource/Director2_Grass Harp, The"", ""name"": ""Director 2 of Grass Harp, The""}, {""uri"": ""http://dbpedia.org/resource/Director1_Grass Harp, The"", ""name"": ""Director 1 of Grass Harp, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1352241"", ""name"": ""Director A of Q1352240""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Grass Harp, The"", ""name"": ""Actor 2 in Grass Harp, The""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Grass Harp, The"", ""name"": ""Actor 3 in Grass Harp, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1352243"", ""name"": ""Actor A in Q1352240""}, {""uri"": ""http://www.wikidata.org/entity/Q1352245"", ""name"": ""Actor C in Q1352240""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Grass Harp, The"", ""name"": ""Actor 1 in Grass Harp, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1352244"", ""name"": ""Actor B in Q1352240""}]","[""http://dbpedia.org/resource/Genre1_Grass Harp, The"", ""http://dbpedia.org/resource/Genre2_Grass Harp, The"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q1352248"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1352249"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1283,Out to Sea (1997),http://dbpedia.org/resource/Out_to_Sea,Q5249677,"[{""uri"": ""http://www.wikidata.org/entity/Q5249678"", ""name"": ""Director A of Q5249677""}, {""uri"": ""http://www.wikidata.org/entity/Q5249679"", ""name"": ""Director B of Q5249677""}, {""uri"": ""http://dbpedia.org/resource/Director2_Out to Sea"", ""name"": ""Director 2 of Out to Sea""}, {""uri"": ""http://dbpedia.org/resource/Director1_Out to Sea"", ""name"": ""Director 1 of Out to Sea""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Out to Sea"", ""name"": ""Actor 2 in Out to Sea""}, {""uri"": ""http://www.wikidata.org/entity/Q5249682"", ""name"": ""Actor C in Q5249677""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Out to Sea"", ""name"": ""Actor 1 in Out to Sea""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Out to Sea"", ""name"": ""Actor 3 in Out to Sea""}, {""uri"": ""http://www.wikidata.org/entity/Q5249681"", ""name"": ""Actor B in Q5249677""}, {""uri"": ""http://www.wikidata.org/entity/Q5249680"", ""name"": ""Actor A in Q5249677""}]","[""http://dbpedia.org/resource/Genre1_Out to Sea"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre2_Out to Sea""]","[{""uri"": ""http://www.wikidata.org/entity/Q5249685"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q5249686"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1284,Before and After (1996),http://dbpedia.org/resource/Before_and_After,Q9564683,"[{""uri"": ""http://dbpedia.org/resource/Director1_Before and After"", ""name"": ""Director 1 of Before and After""}, {""uri"": ""http://www.wikidata.org/entity/Q9564685"", ""name"": ""Director B of Q9564683""}, {""uri"": ""http://dbpedia.org/resource/Director2_Before and After"", ""name"": ""Director 2 of Before and After""}, {""uri"": ""http://www.wikidata.org/entity/Q9564684"", ""name"": ""Director A of Q9564683""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9564687"", ""name"": ""Actor B in Q9564683""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Before and After"", ""name"": ""Actor 3 in Before and After""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Before and After"", ""name"": ""Actor 1 in Before and After""}, {""uri"": ""http://www.wikidata.org/entity/Q9564688"", ""name"": ""Actor C in Q9564683""}, {""uri"": ""http://www.wikidata.org/entity/Q9564686"", ""name"": ""Actor A in Q9564683""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Before and After"", ""name"": ""Actor 2 in Before and After""}]","[""http://dbpedia.org/resource/Genre2_Before and After"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre1_Before and After""]","[{""uri"": ""http://www.wikidata.org/entity/Q9564691"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9564692"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1285,Princess Caraboo (1994),http://dbpedia.org/resource/Princess_Caraboo,Q3305600,"[{""uri"": ""http://dbpedia.org/resource/Director1_Princess Caraboo"", ""name"": ""Director 1 of Princess Caraboo""}, {""uri"": ""http://www.wikidata.org/entity/Q3305602"", ""name"": ""Director B of Q3305600""}, {""uri"": ""http://dbpedia.org/resource/Director2_Princess Caraboo"", ""name"": ""Director 2 of Princess Caraboo""}, {""uri"": ""http://www.wikidata.org/entity/Q3305601"", ""name"": ""Director A of Q3305600""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Princess Caraboo"", ""name"": ""Actor 2 in Princess Caraboo""}, {""uri"": ""http://www.wikidata.org/entity/Q3305603"", ""name"": ""Actor A in Q3305600""}, {""uri"": ""http://www.wikidata.org/entity/Q3305605"", ""name"": ""Actor C in Q3305600""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Princess Caraboo"", ""name"": ""Actor 1 in Princess Caraboo""}, {""uri"": ""http://www.wikidata.org/entity/Q3305604"", ""name"": ""Actor B in Q3305600""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Princess Caraboo"", ""name"": ""Actor 3 in Princess Caraboo""}]","[""Drama"", ""http://dbpedia.org/resource/Genre2_Princess Caraboo"", ""Action"", ""http://dbpedia.org/resource/Genre1_Princess Caraboo""]","[{""uri"": ""http://www.wikidata.org/entity/Q3305608"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q3305609"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1286,Shall We Dance? (1937),http://dbpedia.org/resource/Shall_We_Dance?,Q8866932,"[{""uri"": ""http://www.wikidata.org/entity/Q8866933"", ""name"": ""Director A of Q8866932""}, {""uri"": ""http://dbpedia.org/resource/Director1_Shall We Dance?"", ""name"": ""Director 1 of Shall We Dance?""}, {""uri"": ""http://www.wikidata.org/entity/Q8866934"", ""name"": ""Director B of Q8866932""}, {""uri"": ""http://dbpedia.org/resource/Director2_Shall We Dance?"", ""name"": ""Director 2 of Shall We Dance?""}]","[{""uri"": ""http://www.wikidata.org/entity/Q8866936"", ""name"": ""Actor B in Q8866932""}, {""uri"": ""http://www.wikidata.org/entity/Q8866935"", ""name"": ""Actor A in Q8866932""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Shall We Dance?"", ""name"": ""Actor 3 in Shall We Dance?""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Shall We Dance?"", ""name"": ""Actor 2 in Shall We Dance?""}, {""uri"": ""http://www.wikidata.org/entity/Q8866937"", ""name"": ""Actor C in Q8866932""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Shall We Dance?"", ""name"": ""Actor 1 in Shall We Dance?""}]","[""http://dbpedia.org/resource/Genre2_Shall We Dance?"", ""Action"", ""http://dbpedia.org/resource/Genre1_Shall We Dance?"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8866940"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8866941"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1287,Ed (1996),http://dbpedia.org/resource/Ed,Q6961828,"[{""uri"": ""http://dbpedia.org/resource/Director1_Ed"", ""name"": ""Director 1 of Ed""}, {""uri"": ""http://www.wikidata.org/entity/Q6961829"", ""name"": ""Director A of Q6961828""}, {""uri"": ""http://dbpedia.org/resource/Director2_Ed"", ""name"": ""Director 2 of Ed""}, {""uri"": ""http://www.wikidata.org/entity/Q6961830"", ""name"": ""Director B of Q6961828""}]","[{""uri"": ""http://www.wikidata.org/entity/Q6961833"", ""name"": ""Actor C in Q6961828""}, {""uri"": ""http://www.wikidata.org/entity/Q6961832"", ""name"": ""Actor B in Q6961828""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Ed"", ""name"": ""Actor 1 in Ed""}, {""uri"": ""http://www.wikidata.org/entity/Q6961831"", ""name"": ""Actor A in Q6961828""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Ed"", ""name"": ""Actor 3 in Ed""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Ed"", ""name"": ""Actor 2 in Ed""}]","[""http://dbpedia.org/resource/Genre1_Ed"", ""http://dbpedia.org/resource/Genre2_Ed"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6961836"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6961837"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1288,Denise Calls Up (1995),http://dbpedia.org/resource/Denise_Calls_Up,Q8121693,"[{""uri"": ""http://www.wikidata.org/entity/Q8121695"", ""name"": ""Director B of Q8121693""}, {""uri"": ""http://dbpedia.org/resource/Director2_Denise Calls Up"", ""name"": ""Director 2 of Denise Calls Up""}, {""uri"": ""http://www.wikidata.org/entity/Q8121694"", ""name"": ""Director A of Q8121693""}, {""uri"": ""http://dbpedia.org/resource/Director1_Denise Calls Up"", ""name"": ""Director 1 of Denise Calls Up""}]","[{""uri"": ""http://www.wikidata.org/entity/Q8121697"", ""name"": ""Actor B in Q8121693""}, {""uri"": ""http://www.wikidata.org/entity/Q8121696"", ""name"": ""Actor A in Q8121693""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Denise Calls Up"", ""name"": ""Actor 2 in Denise Calls Up""}, {""uri"": ""http://www.wikidata.org/entity/Q8121698"", ""name"": ""Actor C in Q8121693""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Denise Calls Up"", ""name"": ""Actor 1 in Denise Calls Up""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Denise Calls Up"", ""name"": ""Actor 3 in Denise Calls Up""}]","[""http://dbpedia.org/resource/Genre2_Denise Calls Up"", ""Action"", ""http://dbpedia.org/resource/Genre1_Denise Calls Up"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q8121701"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q8121702"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1289,Jack and Sarah (1995),http://dbpedia.org/resource/Jack_and_Sarah,Q1026983,"[{""uri"": ""http://www.wikidata.org/entity/Q1026984"", ""name"": ""Director A of Q1026983""}, {""uri"": ""http://dbpedia.org/resource/Director2_Jack and Sarah"", ""name"": ""Director 2 of Jack and Sarah""}, {""uri"": ""http://dbpedia.org/resource/Director1_Jack and Sarah"", ""name"": ""Director 1 of Jack and Sarah""}, {""uri"": ""http://www.wikidata.org/entity/Q1026985"", ""name"": ""Director B of Q1026983""}]","[{""uri"": ""http://www.wikidata.org/entity/Q1026986"", ""name"": ""Actor A in Q1026983""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Jack and Sarah"", ""name"": ""Actor 1 in Jack and Sarah""}, {""uri"": ""http://www.wikidata.org/entity/Q1026987"", ""name"": ""Actor B in Q1026983""}, {""uri"": ""http://www.wikidata.org/entity/Q1026988"", ""name"": ""Actor C in Q1026983""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Jack and Sarah"", ""name"": ""Actor 3 in Jack and Sarah""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Jack and Sarah"", ""name"": ""Actor 2 in Jack and Sarah""}]","[""http://dbpedia.org/resource/Genre1_Jack and Sarah"", ""Action"", ""http://dbpedia.org/resource/Genre2_Jack and Sarah"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q1026991"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1026992"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1290,Country Life (1994),http://dbpedia.org/resource/Country_Life,Q5662720,"[{""uri"": ""http://www.wikidata.org/entity/Q5662721"", ""name"": ""Director A of Q5662720""}, {""uri"": ""http://dbpedia.org/resource/Director2_Country Life"", ""name"": ""Director 2 of Country Life""}, {""uri"": ""http://dbpedia.org/resource/Director1_Country Life"", ""name"": ""Director 1 of Country Life""}, {""uri"": ""http://www.wikidata.org/entity/Q5662722"", ""name"": ""Director B of Q5662720""}]","[{""uri"": ""http://www.wikidata.org/entity/Q5662724"", ""name"": ""Actor B in Q5662720""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Country Life"", ""name"": ""Actor 1 in Country Life""}, {""uri"": ""http://www.wikidata.org/entity/Q5662723"", ""name"": ""Actor A in Q5662720""}, {""uri"": ""http://www.wikidata.org/entity/Q5662725"", ""name"": ""Actor C in Q5662720""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Country Life"", ""name"": ""Actor 2 in Country Life""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Country Life"", ""name"": ""Actor 3 in Country Life""}]","[""http://dbpedia.org/resource/Genre2_Country Life"", ""Action"", ""http://dbpedia.org/resource/Genre1_Country Life"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q5662728"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q5662729"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1291,Celtic Pride (1996),http://dbpedia.org/resource/Celtic_Pride,Q3589875,"[{""uri"": ""http://www.wikidata.org/entity/Q3589876"", ""name"": ""Director A of Q3589875""}, {""uri"": ""http://dbpedia.org/resource/Director1_Celtic Pride"", ""name"": ""Director 1 of Celtic Pride""}, {""uri"": ""http://dbpedia.org/resource/Director2_Celtic Pride"", ""name"": ""Director 2 of Celtic Pride""}, {""uri"": ""http://www.wikidata.org/entity/Q3589877"", ""name"": ""Director B of Q3589875""}]","[{""uri"": ""http://dbpedia.org/resource/Actor2_Celtic Pride"", ""name"": ""Actor 2 in Celtic Pride""}, {""uri"": ""http://www.wikidata.org/entity/Q3589879"", ""name"": ""Actor B in Q3589875""}, {""uri"": ""http://www.wikidata.org/entity/Q3589880"", ""name"": ""Actor C in Q3589875""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Celtic Pride"", ""name"": ""Actor 1 in Celtic Pride""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Celtic Pride"", ""name"": ""Actor 3 in Celtic Pride""}, {""uri"": ""http://www.wikidata.org/entity/Q3589878"", ""name"": ""Actor A in Q3589875""}]","[""Drama"", ""Action"", ""http://dbpedia.org/resource/Genre1_Celtic Pride"", ""http://dbpedia.org/resource/Genre2_Celtic Pride""]","[{""uri"": ""http://www.wikidata.org/entity/Q3589883"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q3589884"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1292,"Simple Wish, A (1997)","http://dbpedia.org/resource/Simple_Wish,_A",Q7201006,"[{""uri"": ""http://dbpedia.org/resource/Director1_Simple Wish, A"", ""name"": ""Director 1 of Simple Wish, A""}, {""uri"": ""http://dbpedia.org/resource/Director2_Simple Wish, A"", ""name"": ""Director 2 of Simple Wish, A""}, {""uri"": ""http://www.wikidata.org/entity/Q7201007"", ""name"": ""Director A of Q7201006""}, {""uri"": ""http://www.wikidata.org/entity/Q7201008"", ""name"": ""Director B of Q7201006""}]","[{""uri"": ""http://www.wikidata.org/entity/Q7201009"", ""name"": ""Actor A in Q7201006""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Simple Wish, A"", ""name"": ""Actor 3 in Simple Wish, A""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Simple Wish, A"", ""name"": ""Actor 1 in Simple Wish, A""}, {""uri"": ""http://www.wikidata.org/entity/Q7201010"", ""name"": ""Actor B in Q7201006""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Simple Wish, A"", ""name"": ""Actor 2 in Simple Wish, A""}, {""uri"": ""http://www.wikidata.org/entity/Q7201011"", ""name"": ""Actor C in Q7201006""}]","[""http://dbpedia.org/resource/Genre1_Simple Wish, A"", ""Action"", ""http://dbpedia.org/resource/Genre2_Simple Wish, A"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q7201014"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q7201015"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1293,Star Kid (1997),http://dbpedia.org/resource/Star_Kid,Q9535418,"[{""uri"": ""http://www.wikidata.org/entity/Q9535419"", ""name"": ""Director A of Q9535418""}, {""uri"": ""http://dbpedia.org/resource/Director2_Star Kid"", ""name"": ""Director 2 of Star Kid""}, {""uri"": ""http://dbpedia.org/resource/Director1_Star Kid"", ""name"": ""Director 1 of Star Kid""}, {""uri"": ""http://www.wikidata.org/entity/Q9535420"", ""name"": ""Director B of Q9535418""}]","[{""uri"": ""http://www.wikidata.org/entity/Q9535421"", ""name"": ""Actor A in Q9535418""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Star Kid"", ""name"": ""Actor 2 in Star Kid""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Star Kid"", ""name"": ""Actor 3 in Star Kid""}, {""uri"": ""http://www.wikidata.org/entity/Q9535422"", ""name"": ""Actor B in Q9535418""}, {""uri"": ""http://www.wikidata.org/entity/Q9535423"", ""name"": ""Actor C in Q9535418""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Star Kid"", ""name"": ""Actor 1 in Star Kid""}]","[""http://dbpedia.org/resource/Genre2_Star Kid"", ""http://dbpedia.org/resource/Genre1_Star Kid"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q9535426"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q9535427"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1294,Ayn Rand: A Sense of Life (1997),http://dbpedia.org/resource/Ayn_Rand:_A_Sense_of_Life,Q6180144,"[{""uri"": ""http://www.wikidata.org/entity/Q6180146"", ""name"": ""Director B of Q6180144""}, {""uri"": ""http://www.wikidata.org/entity/Q6180145"", ""name"": ""Director A of Q6180144""}, {""uri"": ""http://dbpedia.org/resource/Director2_Ayn Rand: A Sense of Life"", ""name"": ""Director 2 of Ayn Rand: A Sense of Life""}, {""uri"": ""http://dbpedia.org/resource/Director1_Ayn Rand: A Sense of Life"", ""name"": ""Director 1 of Ayn Rand: A Sense of Life""}]","[{""uri"": ""http://www.wikidata.org/entity/Q6180149"", ""name"": ""Actor C in Q6180144""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Ayn Rand: A Sense of Life"", ""name"": ""Actor 2 in Ayn Rand: A Sense of Life""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Ayn Rand: A Sense of Life"", ""name"": ""Actor 1 in Ayn Rand: A Sense of Life""}, {""uri"": ""http://www.wikidata.org/entity/Q6180148"", ""name"": ""Actor B in Q6180144""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Ayn Rand: A Sense of Life"", ""name"": ""Actor 3 in Ayn Rand: A Sense of Life""}, {""uri"": ""http://www.wikidata.org/entity/Q6180147"", ""name"": ""Actor A in Q6180144""}]","[""http://dbpedia.org/resource/Genre1_Ayn Rand: A Sense of Life"", ""http://dbpedia.org/resource/Genre2_Ayn Rand: A Sense of Life"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q6180152"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q6180153"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1295,Kicked in the Head (1997),http://dbpedia.org/resource/Kicked_in_the_Head,Q2123396,"[{""uri"": ""http://dbpedia.org/resource/Director1_Kicked in the Head"", ""name"": ""Director 1 of Kicked in the Head""}, {""uri"": ""http://dbpedia.org/resource/Director2_Kicked in the Head"", ""name"": ""Director 2 of Kicked in the Head""}, {""uri"": ""http://www.wikidata.org/entity/Q2123397"", ""name"": ""Director A of Q2123396""}, {""uri"": ""http://www.wikidata.org/entity/Q2123398"", ""name"": ""Director B of Q2123396""}]","[{""uri"": ""http://www.wikidata.org/entity/Q2123400"", ""name"": ""Actor B in Q2123396""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Kicked in the Head"", ""name"": ""Actor 2 in Kicked in the Head""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Kicked in the Head"", ""name"": ""Actor 3 in Kicked in the Head""}, {""uri"": ""http://www.wikidata.org/entity/Q2123399"", ""name"": ""Actor A in Q2123396""}, {""uri"": ""http://www.wikidata.org/entity/Q2123401"", ""name"": ""Actor C in Q2123396""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Kicked in the Head"", ""name"": ""Actor 1 in Kicked in the Head""}]","[""Action"", ""http://dbpedia.org/resource/Genre2_Kicked in the Head"", ""http://dbpedia.org/resource/Genre1_Kicked in the Head"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q2123404"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q2123405"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1296,Indian Summer (1996),http://dbpedia.org/resource/Indian_Summer,Q4489575,"[{""uri"": ""http://www.wikidata.org/entity/Q4489577"", ""name"": ""Director B of Q4489575""}, {""uri"": ""http://dbpedia.org/resource/Director2_Indian Summer"", ""name"": ""Director 2 of Indian Summer""}, {""uri"": ""http://dbpedia.org/resource/Director1_Indian Summer"", ""name"": ""Director 1 of Indian Summer""}, {""uri"": ""http://www.wikidata.org/entity/Q4489576"", ""name"": ""Director A of Q4489575""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Indian Summer"", ""name"": ""Actor 1 in Indian Summer""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Indian Summer"", ""name"": ""Actor 3 in Indian Summer""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Indian Summer"", ""name"": ""Actor 2 in Indian Summer""}, {""uri"": ""http://www.wikidata.org/entity/Q4489580"", ""name"": ""Actor C in Q4489575""}, {""uri"": ""http://www.wikidata.org/entity/Q4489579"", ""name"": ""Actor B in Q4489575""}, {""uri"": ""http://www.wikidata.org/entity/Q4489578"", ""name"": ""Actor A in Q4489575""}]","[""http://dbpedia.org/resource/Genre2_Indian Summer"", ""Action"", ""Drama"", ""http://dbpedia.org/resource/Genre1_Indian Summer""]","[{""uri"": ""http://www.wikidata.org/entity/Q4489583"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q4489584"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1297,Love Affair (1994),http://dbpedia.org/resource/Love_Affair,Q7118983,"[{""uri"": ""http://www.wikidata.org/entity/Q7118985"", ""name"": ""Director B of Q7118983""}, {""uri"": ""http://dbpedia.org/resource/Director2_Love Affair"", ""name"": ""Director 2 of Love Affair""}, {""uri"": ""http://www.wikidata.org/entity/Q7118984"", ""name"": ""Director A of Q7118983""}, {""uri"": ""http://dbpedia.org/resource/Director1_Love Affair"", ""name"": ""Director 1 of Love Affair""}]","[{""uri"": ""http://www.wikidata.org/entity/Q7118986"", ""name"": ""Actor A in Q7118983""}, {""uri"": ""http://dbpedia.org/resource/Actor1_Love Affair"", ""name"": ""Actor 1 in Love Affair""}, {""uri"": ""http://www.wikidata.org/entity/Q7118988"", ""name"": ""Actor C in Q7118983""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Love Affair"", ""name"": ""Actor 2 in Love Affair""}, {""uri"": ""http://www.wikidata.org/entity/Q7118987"", ""name"": ""Actor B in Q7118983""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Love Affair"", ""name"": ""Actor 3 in Love Affair""}]","[""http://dbpedia.org/resource/Genre2_Love Affair"", ""Action"", ""http://dbpedia.org/resource/Genre1_Love Affair"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q7118991"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q7118992"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
1298,"Band Wagon, The (1953)","http://dbpedia.org/resource/Band_Wagon,_The",Q1922976,"[{""uri"": ""http://dbpedia.org/resource/Director1_Band Wagon, The"", ""name"": ""Director 1 of Band Wagon, The""}, {""uri"": ""http://dbpedia.org/resource/Director2_Band Wagon, The"", ""name"": ""Director 2 of Band Wagon, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1922978"", ""name"": ""Director B of Q1922976""}, {""uri"": ""http://www.wikidata.org/entity/Q1922977"", ""name"": ""Director A of Q1922976""}]","[{""uri"": ""http://dbpedia.org/resource/Actor1_Band Wagon, The"", ""name"": ""Actor 1 in Band Wagon, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1922980"", ""name"": ""Actor B in Q1922976""}, {""uri"": ""http://dbpedia.org/resource/Actor2_Band Wagon, The"", ""name"": ""Actor 2 in Band Wagon, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1922981"", ""name"": ""Actor C in Q1922976""}, {""uri"": ""http://dbpedia.org/resource/Actor3_Band Wagon, The"", ""name"": ""Actor 3 in Band Wagon, The""}, {""uri"": ""http://www.wikidata.org/entity/Q1922979"", ""name"": ""Actor A in Q1922976""}]","[""http://dbpedia.org/resource/Genre2_Band Wagon, The"", ""http://dbpedia.org/resource/Genre1_Band Wagon, The"", ""Action"", ""Drama""]","[{""uri"": ""http://www.wikidata.org/entity/Q1922984"", ""name"": ""Best Picture""}, {""uri"": ""http://www.wikidata.org/entity/Q1922985"", ""name"": ""Best Director""}]",125,50000000,100000000,United States
